 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> décembre 01. 2010 
 ==================================================================

 Ion = Hydrogen [1] . Mass = 1.008 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  50.00 keV   4.658E-01  1.394E-03    4599 A       798 A       931 A   
  55.00 keV   4.685E-01  1.299E-03    4977 A       818 A       967 A   
  60.00 keV   4.695E-01  1.218E-03    5354 A       837 A      1002 A   
  65.00 keV   4.692E-01  1.147E-03    5733 A       855 A      1035 A   
  70.00 keV   4.680E-01  1.085E-03    6113 A       872 A      1068 A   
  80.00 keV   4.636E-01  9.803E-04    6880 A       907 A      1131 A   
  90.00 keV   4.573E-01  8.958E-04    7660 A       941 A      1192 A   
 100.00 keV   4.499E-01  8.259E-04    8453 A       973 A      1252 A   
 110.00 keV   4.420E-01  7.670E-04    9262 A      1005 A      1311 A   
 120.00 keV   4.338E-01  7.166E-04    1.01 um     1036 A      1370 A   
 130.00 keV   4.256E-01  6.730E-04    1.09 um     1067 A      1429 A   
 140.00 keV   4.175E-01  6.348E-04    1.18 um     1098 A      1487 A   
 150.00 keV   4.095E-01  6.011E-04    1.27 um     1128 A      1546 A   
 160.00 keV   4.017E-01  5.711E-04    1.36 um     1159 A      1604 A   
 170.00 keV   3.941E-01  5.442E-04    1.45 um     1189 A      1664 A   
 180.00 keV   3.868E-01  5.199E-04    1.54 um     1220 A      1723 A   
 200.00 keV   3.730E-01  4.777E-04    1.73 um     1295 A      1844 A   
 225.00 keV   3.571E-01  4.345E-04    1.98 um     1399 A      1998 A   
 250.00 keV   3.427E-01  3.989E-04    2.24 um     1503 A      2155 A   
 275.00 keV   3.297E-01  3.691E-04    2.51 um     1608 A      2317 A   
 300.00 keV   3.178E-01  3.438E-04    2.80 um     1714 A      2483 A   
 325.00 keV   3.069E-01  3.219E-04    3.09 um     1822 A      2652 A   
 350.00 keV   2.969E-01  3.029E-04    3.39 um     1930 A      2826 A   
 375.00 keV   2.877E-01  2.862E-04    3.71 um     2040 A      3004 A   
 400.00 keV   2.792E-01  2.713E-04    4.03 um     2151 A      3186 A   
 450.00 keV   2.640E-01  2.460E-04    4.70 um     2469 A      3561 A   
 500.00 keV   2.508E-01  2.254E-04    5.42 um     2783 A      3952 A   
 550.00 keV   2.392E-01  2.081E-04    6.16 um     3095 A      4358 A   
 600.00 keV   2.289E-01  1.935E-04    6.95 um     3407 A      4777 A   
 650.00 keV   2.197E-01  1.809E-04    7.77 um     3719 A      5211 A   
 700.00 keV   2.115E-01  1.700E-04    8.62 um     4033 A      5657 A   
 800.00 keV   1.972E-01  1.518E-04   10.42 um     4996 A      6588 A   
 900.00 keV   1.852E-01  1.374E-04   12.34 um     5916 A      7566 A   
   1.00 MeV   1.749E-01  1.256E-04   14.38 um     6815 A      8590 A   
   1.10 MeV   1.654E-01  1.158E-04   16.54 um     7707 A      9659 A   
   1.20 MeV   1.558E-01  1.075E-04   18.83 um     8608 A      1.08 um  
   1.30 MeV   1.478E-01  1.004E-04   21.26 um     9522 A      1.20 um  
   1.40 MeV   1.408E-01  9.421E-05   23.81 um     1.04 um     1.32 um  
   1.50 MeV   1.346E-01  8.879E-05   26.48 um     1.14 um     1.44 um  
   1.60 MeV   1.289E-01  8.399E-05   29.27 um     1.23 um     1.58 um  
   1.70 MeV   1.238E-01  7.971E-05   32.19 um     1.33 um     1.71 um  
   1.80 MeV   1.191E-01  7.587E-05   35.22 um     1.43 um     1.86 um  
   2.00 MeV   1.108E-01  6.927E-05   41.63 um     1.75 um     2.15 um  
   2.25 MeV   1.021E-01  6.254E-05   50.28 um     2.21 um     2.55 um  
   2.50 MeV   9.486E-02  5.707E-05   59.64 um     2.65 um     2.98 um  
   2.75 MeV   8.868E-02  5.253E-05   69.67 um     3.08 um     3.43 um  
   3.00 MeV   8.336E-02  4.869E-05   80.38 um     3.51 um     3.91 um  
   3.25 MeV   7.871E-02  4.540E-05   91.75 um     3.95 um     4.41 um  
   3.50 MeV   7.461E-02  4.255E-05  103.77 um     4.39 um     4.95 um  
   3.75 MeV   7.097E-02  4.006E-05  116.42 um     4.83 um     5.50 um  
   4.00 MeV   6.771E-02  3.785E-05  129.71 um     5.29 um     6.08 um  
   4.50 MeV   6.210E-02  3.413E-05  158.13 um     6.82 um     7.32 um  
   5.00 MeV   5.744E-02  3.111E-05  188.98 um     8.29 um     8.65 um  
   5.50 MeV   5.350E-02  2.860E-05  222.22 um     9.73 um    10.07 um  
   6.00 MeV   5.013E-02  2.649E-05  257.80 um    11.17 um    11.58 um  
   6.50 MeV   4.719E-02  2.468E-05  295.69 um    12.62 um    13.19 um  
   7.00 MeV   4.462E-02  2.311E-05  335.85 um    14.08 um    14.88 um  
   8.00 MeV   4.031E-02  2.053E-05  422.78 um    19.13 um    18.51 um  
   9.00 MeV   3.683E-02  1.849E-05  518.46 um    23.90 um    22.48 um  
  10.00 MeV   3.396E-02  1.684E-05  622.71 um    28.58 um    26.77 um  
  11.00 MeV   3.155E-02  1.547E-05  735.35 um    33.27 um    31.38 um  
  12.00 MeV   2.949E-02  1.431E-05  856.24 um    37.99 um    36.29 um  
  13.00 MeV   2.771E-02  1.333E-05  985.24 um    42.77 um    41.51 um  
  14.00 MeV   2.615E-02  1.247E-05    1.12 mm    47.64 um    47.03 um  
  15.00 MeV   2.478E-02  1.173E-05    1.27 mm    52.58 um    52.84 um  
  16.00 MeV   2.355E-02  1.107E-05    1.42 mm    57.62 um    58.94 um  
  17.00 MeV   2.246E-02  1.048E-05    1.58 mm    62.74 um    65.33 um  
  18.00 MeV   2.147E-02  9.958E-06    1.75 mm    67.96 um    71.99 um  
  20.00 MeV   1.976E-02  9.060E-06    2.11 mm    86.39 um    86.15 um  
  22.50 MeV   1.801E-02  8.150E-06    2.59 mm   112.65 um   105.35 um  
  25.00 MeV   1.658E-02  7.412E-06    3.13 mm   137.73 um   126.20 um  
  27.50 MeV   1.538E-02  6.803E-06    3.71 mm   162.44 um   148.63 um  
  30.00 MeV   1.436E-02  6.289E-06    4.33 mm   187.12 um   172.61 um  
  32.50 MeV   1.348E-02  5.851E-06    4.99 mm   211.97 um   198.10 um  
  35.00 MeV   1.271E-02  5.472E-06    5.69 mm   237.08 um   225.06 um  
  37.50 MeV   1.204E-02  5.141E-06    6.44 mm   262.53 um   253.48 um  
  40.00 MeV   1.145E-02  4.850E-06    7.23 mm   288.35 um   283.31 um  
  45.00 MeV   1.044E-02  4.359E-06    8.91 mm   380.32 um   347.11 um  
  50.00 MeV   9.619E-03  3.962E-06   10.75 mm   467.27 um   416.26 um  
  55.00 MeV   8.934E-03  3.634E-06   12.74 mm   552.34 um   490.56 um  
  60.00 MeV   8.354E-03  3.358E-06   14.88 mm   636.88 um   569.82 um  
  65.00 MeV   7.857E-03  3.122E-06   17.16 mm   721.60 um   653.89 um  
  70.00 MeV   7.425E-03  2.919E-06   19.57 mm   806.87 um   742.61 um  
  80.00 MeV   6.713E-03  2.585E-06   24.80 mm     1.11 mm   933.43 um  
  90.00 MeV   6.148E-03  2.321E-06   30.55 mm     1.39 mm     1.14 mm  
 100.00 MeV   5.689E-03  2.109E-06   36.79 mm     1.67 mm     1.37 mm  
 110.00 MeV   5.309E-03  1.933E-06   43.50 mm     1.94 mm     1.60 mm  
 120.00 MeV   4.988E-03  1.785E-06   50.68 mm     2.21 mm     1.86 mm  
 130.00 MeV   4.714E-03  1.659E-06   58.29 mm     2.48 mm     2.12 mm  
 140.00 MeV   4.477E-03  1.550E-06   66.33 mm     2.75 mm     2.40 mm  
 150.00 MeV   4.269E-03  1.456E-06   74.77 mm     3.02 mm     2.70 mm  
 160.00 MeV   4.087E-03  1.372E-06   83.61 mm     3.30 mm     3.00 mm  
 170.00 MeV   3.925E-03  1.298E-06   92.82 mm     3.57 mm     3.31 mm  
 180.00 MeV   3.780E-03  1.232E-06  102.41 mm     3.85 mm     3.64 mm  
 200.00 MeV   3.532E-03  1.118E-06  122.62 mm     4.85 mm     4.32 mm  
 225.00 MeV   3.282E-03  1.004E-06  149.74 mm     6.25 mm     5.22 mm  
 250.00 MeV   3.080E-03  9.110E-07  178.77 mm     7.54 mm     6.16 mm  
 275.00 MeV   2.915E-03  8.345E-07  209.58 mm     8.78 mm     7.16 mm  
 300.00 MeV   2.776E-03  7.703E-07  242.04 mm     9.98 mm     8.19 mm  
 325.00 MeV   2.659E-03  7.156E-07  276.02 mm    11.16 mm     9.25 mm  
 350.00 MeV   2.558E-03  6.684E-07  311.42 mm    12.31 mm    10.35 mm  
 375.00 MeV   2.471E-03  6.272E-07  348.14 mm    13.44 mm    11.47 mm  
 400.00 MeV   2.395E-03  5.910E-07  386.09 mm    14.56 mm    12.62 mm  
 450.00 MeV   2.269E-03  5.301E-07  465.32 mm    18.53 mm    14.97 mm  
 500.00 MeV   2.169E-03  4.810E-07  548.58 mm    22.11 mm    17.39 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.7019E+01                 eV / Angstrom 
  2.7019E+02                keV / micron   
  2.7019E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.4804E+01                 eV / (1E15 atoms/cm2)
  2.8899E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984.1989.1992.1998.2008 by J.P. Biersack and J.F. Ziegler
